institution_id,period_id,disorder_index,field_id
93393672,3,0.30206378986866794,0
94062374,0,0.46085232903865214,0
94062374,1,0.6244041944709247,0
94062374,2,0.5371057513914657,0
94062374,3,0.7532833020637899,0
94328231,0,0.07829534192269574,0
94328231,1,0.669208770257388,0
94328231,2,0.7949907235621522,0
94328231,3,0.8621013133208255,0
94339441,0,0.5361744301288405,0
94339441,1,0.7874165872259294,0
94339441,2,0.8051948051948052,0
94339441,3,0.8133208255159474,0
94396219,0,0.17443012884043607,0
94396219,1,0.1954242135367016,0
94396219,2,0.14935064935064934,0
94396219,3,0.2523452157598499,0
94658018,0,0.8949454905847374,0
94658018,1,0.8484270734032412,0
94658018,2,0.6224489795918368,0
94658018,3,0.5328330206378987,0
95240055,0,0.622398414271556,0
95240055,1,0.4671115347950429,0
95240055,2,0.1679035250463822,0
95240055,3,0.4071294559099437,0
95457486,0,0.9484638255698712,0
95457486,1,0.8303145853193518,0
95457486,2,0.7346938775510204,0
95457486,3,0.8480300187617261,0
96749437,0,0.6907829534192269,0
96749437,1,0.4804575786463298,0
96749437,2,0.5482374768089053,0
96749437,3,0.6416510318949343,0
97018004,0,0.9197224975222993,0
97018004,1,0.9218303145853194,0
97018004,2,0.9536178107606679,0
97018004,3,0.9624765478424016,0
98704320,0,0.5659068384539148,0
98704320,1,0.7416587225929456,0
98704320,2,0.6929499072356216,0
98704320,3,0.6172607879924953,0
98813999,0,0.13974231912784935,0
98813999,1,0.04575786463298379,0
98813999,2,0.14100185528756956,0
98813999,3,0.012664165103189493,0
98947143,0,0.7393458870168483,0
98947143,1,0.7988560533841754,0
98947143,2,0.898886827458256,0
98947143,3,0.9437148217636022,0
99041443,0,0.9474727452923687,0
99041443,1,0.9046711153479504,0
99041443,2,0.9137291280148423,0
99041443,3,0.9465290806754222,0
99484792,0,0.3686818632309217,0
99484792,1,0.4680648236415634,0
99484792,2,0.4137291280148423,0
99484792,3,0.425891181988743,0
100005738,0,0.9831516352824579,0
